Livre	Book	Vol	Series	Series CH	Start Page	End page	Region	Type of Place	Place Raw	"Place Raw, Paris, France"	Quartier	Lat	Long	"Lat, Long"	Description	Types Involved	Characters (Full Name)	Characters (CSV)	Shop Name	Store Type	Historical Figures	Date	WikiURL	ImageURL	Typs	Discourse
La Rabouilleuse	R 	IX	La Comédie Humaine	Scènes de la vie de province	332	332	The Richer Bourgeoisie	Street	rue Neuve-des-Petits	"rue Neuve-des-Petits, Paris, France"		48.866885	2.336349	"48.866885, 2.336349"	Lottery drawings held in the rue Neuve-des-Petits Champs								https://fr.wikipedia.org/wiki/Rue_des_Petits-Champs			
Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	Scènes de la vie parisienne	23	23	The Richer Bourgeoisie	Street	rue Neuve-des-Petits	"rue Neuve-des-Petits, Paris, France"		48.866885	2.336349	"48.866885, 2.336349"	The rue Neuve-des-Petits								https://fr.wikipedia.org/wiki/Rue_des_Petits-Champs			
Le cousin Pons	Po	XVIII	La Comédie Humaine	Scènes de la vie parisienne	80	80	The Richer Bourgeoisie	Street	rue Neuve-des-Petits	"rue Neuve-des-Petits, Paris, France"		48.866885	2.336349	"48.866885, 2.336349"	"The Graffs, tailors, hade a fine hôtel in the rue Neuve..des-Petits.Champg"								https://fr.wikipedia.org/wiki/Rue_des_Petits-Champs			
Illusions perdues	IP	XII	La Comédie Humaine	Scènes de la vie de province	195	195	The Richer Bourgeoisie	Street	rue Neuve-des-Petits	"rue Neuve-des-Petits, Paris, France"		48.866885	2.336349	"48.866885, 2.336349"	"Colliau, rue Neuve-des-Petits..Champs; Coralie buys there"		Colliau	Colliau					https://fr.wikipedia.org/wiki/Rue_des_Petits-Champs			
Z. Marcas	ZM	XXI	La Comédie Humaine	Scènes de la vie politique	432	432	The Richer Bourgeoisie	Street	rue Neuve-des-Petits	"rue Neuve-des-Petits, Paris, France"		48.866885	2.336349	"48.866885, 2.336349"	"Rumann, tailor, 83, rue Neuve-des..Petits..Champs"		Rumann	Rumann					https://fr.wikipedia.org/wiki/Rue_des_Petits-Champs			
Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	Scènes de la vie parisienne	292	292	The Richer Bourgeoisie	Street	rue du l’Oratoire	"rue du l’Oratoire, Paris, France"		48.861627	2.340261	"48.861627, 2.340261"	"Birotteau, after his trouble, works in the rue du l’Oratoire"		César Birotteau	Birotteau					https://fr.wikipedia.org/wiki/Rue_de_l'Oratoire_(Paris)			
Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	Scènes de la vie parisienne	320	320	The Richer Bourgeoisie	Street	rue du l’Oratoire	"rue du l’Oratoire, Paris, France"		48.861627	2.340261	"48.861627, 2.340261"	"Birotteau, after his trouble, works in the rue du l’Oratoire"		César Birotteau						https://fr.wikipedia.org/wiki/Rue_de_l'Oratoire_(Paris)			
Le bal de Sceaux	BS	I	La Comédie Humaine		134	134	The Richer Bourgeoisie	Street	rue de la Paix	"rue de la Paix, Paris, France"		48.869131	2.331128	"48.869131, 2.331128"	Maxiinilien Longueville has a fine lingerie shop in the rue du Ia Paix		Maxiinilien Longueville	Maxiinilien Longueville								
Le contrat de mariage	CM	VII	La Comédie Humaine	Scènes de la vie privée	354	354	The Richer Bourgeoisie	Street	rue de la Paix	"rue de la Paix, Paris, France"		48.869131	2.331128	"48.869131, 2.331128"	"Development of the rue de la Paix, rue Vivienne, etc."											
Illusions perdues	IP	XII	La Comédie Humaine	Scènes de la vie de province	13	13	The Richer Bourgeoisie	Street	rue de la Paix	"rue de la Paix, Paris, France"		48.869131	2.331128	"48.869131, 2.331128"	Lucien strolls in the rue du Ia Paix		Lucien	Lucien								
Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	Scènes de la vie parisienne	254	254	The Richer Bourgeoisie	Residence	rue de la Paix	"rue de la Paix, Paris, France"		48.869131	2.331128	"48.869131, 2.331128"	"Peyrade disguised as an Englishman, puts up at the hôtel Mirabeau, rue de la Paix"		Peyrade									
Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	Scènes de la vie parisienne	256	256	The Richer Bourgeoisie	Residence	rue de la Paix	"rue de la Paix, Paris, France"		48.869131	2.331128	"48.869131, 2.331128"	"Peyrade disguised as an Englishman, puts up at the hôtel Mirabeau, rue de la Paix"		Peyrade									
Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	Scènes de la vie parisienne	259	259	The Richer Bourgeoisie	Residence	rue de la Paix	"rue de la Paix, Paris, France"		48.869131	2.331128	"48.869131, 2.331128"	"Peyrade disguised as an Englishman, puts up at the hôtel Mirabeau, rue de la Paix"		Peyrade									
Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	Scènes de la vie parisienne	262	262	The Richer Bourgeoisie	Residence	rue de la Paix	"rue de la Paix, Paris, France"		48.869131	2.331128	"48.869131, 2.331128"	"Peyrade disguised as an Englishman, puts up at the hôtel Mirabeau, rue de la Paix"		Peyrade									
Physiologie du mariage	PM	XXXII	La Comédie Humaine	Études analytiques	46	46	The Richer Bourgeoisie	Shop	rue de la Paix	"rue de la Paix, Paris, France"		48.869131	2.331128	"48.869131, 2.331128"	"Boivin, shirts, 12 his, rue de la Paix"		Boivin	Boivin								
Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	Scènes de la vie parisienne	316	316	The Richer Bourgeoisie	Street	rue de la Paix	"rue de la Paix, Paris, France"		48.869131	2.331128	"48.869131, 2.331128"	Lydie looks for the rue du la Paix		Lydie	Lydie								
Ferragus	F	XIII	La Comédie Humaine	Scènes de la vie parisienne	14	14	The Richer Bourgeoisie	Street	rue de la Paix	"rue de la Paix, Paris, France"		48.869131	2.331128	"48.869131, 2.331128"	"The rue de la Paix is a broad Street, but not noble like the rue Royale"											
La cousine Bette	B	XVII	La Comédie Humaine	Scènes de la vie parisienne	391	391	The Richer Bourgeoisie	Street	rue de la Paix	"rue de la Paix, Paris, France"		48.869131	2.331128	"48.869131, 2.331128"	Victorin owned property on the boulevard between the rue du la Paix and the rue Louis-le-Grand		Victorin	Victorin								
La cousine Bette	B	XVII	La Comédie Humaine	Scènes de la vie parisienne	392	392	The Richer Bourgeoisie	Qyarter	rue de la Paix	"rue de la Paix, Paris, France"		48.869131	2.331128	"48.869131, 2.331128"	"This quarter developed late, not before 1840"							1840				
Illusions perdues	IP	XII	La Comédie Humaine	Scènes de la vie de province	187	187	The Richer Bourgeoisie	Street	rue du Pelican	"rue du Pelican, Paris, France"		48.869131	2.331128	"48.869131, 2.331128"	Prostitution in the rue du Pelican											
La cousine Bette	B	XVII	La Comédie Humaine	Scènes de la vie parisienne	62	62	The Richer Bourgeoisie	Street	rue de Richelieu	"rue de Richelieu, Paris, France"		48.868046	2.338371	"48.868046, 2.338371"	Marshy near the rue de Richelieu		Marshy	Marshy								
La cousine Bette	B	XVII	La Comédie Humaine	Scènes de la vie parisienne	62	62	The Richer Bourgeoisie	Street	rue de Richelieu	"rue de Richelieu, Paris, France"		48.868046	2.338371	"48.868046, 2.338371"	The rue du Richelieu											
La maison Nucingen	MN	XIV	La Comédie Humaine	Scènes de la vie parisienne	318	318	The Richer Bourgeoisie	Shop	rue de Richelieu	"rue de Richelieu, Paris, France"		48.868046	2.338371	"48.868046, 2.338371"	"Mme Prévost, flowers, rue de Richelieu, 10"		Mme Prévost	Mtm Prévost								
Le cousin Pons	Po	XVIII	La Comédie Humaine	Scènes de la vie parisienne	71	71	The Richer Bourgeoisie	Street	rue de Richelieu	"rue de Richelieu, Paris, France"		48.868046	2.338371	"48.868046, 2.338371"	"Graff, tailors of the rue du Richelieu"		Graff	Graff								
Le cousin Pons	Po	XVIII	La Comédie Humaine	Scènes de la vie parisienne	80	80	The Richer Bourgeoisie	Street	rue de Richelieu	"rue de Richelieu, Paris, France"		48.868046	2.338371	"48.868046, 2.338371"	"Graff, tailors of the rue du Richelieu"		Graff									
Illusions perdues	IP	XII	La Comédie Humaine	Scènes de la vie de province	36	36	The Richer Bourgeoisie	Street	rue de Richelieu	"rue de Richelieu, Paris, France"		48.868046	2.338371	"48.868046, 2.338371"	M d’Espard and du Bargeton take the rue du Richelieu		M” d’Espard	M” d’Espard								
Le cabinet des antiques	CA	XI	La Comédie Humaine		55	55	The Richer Bourgeoisie	Street	rue de Richelieu	"rue de Richelieu, Paris, France"		48.868046	2.338371	"48.868046, 2.338371"	Victurnien stops at a hôtel in the rue de Richelien		Victurnien	Victurnien								
La femme de trente ans	FTA	VI	La Comédie Humaine	Scènes de la vie privée	3	3	The Richer Bourgeoisie	Street	rue du Rivoli	"rue du Rivoli, Paris, France"		48.856917	2.353672	"48.856917, 2.353672"	Julie and her father in the rue du Rivoli		Julie	Julie								
Autre étude de femme	AEF	VII	La Comédie Humaine	Scènes de la vie privée	387	387	The Richer Bourgeoisie	Street	rue du Rivoli	"rue du Rivoli, Paris, France"		48.856917	2.353672	"48.856917, 2.353672"	The genteel woman found between the 10th and 110th arcade of the rue de Rivoli											
Le contrat de mariage	CM	VII	La Comédie Humaine	Scènes de la vie privée	354	354	The Richer Bourgeoisie	Street	rue du Rivoli	"rue du Rivoli, Paris, France"		48.856917	2.353672	"48.856917, 2.353672"	The rue de Rivoli a source of fortune											
Illusions perdues	IP	XII	La Comédie Humaine	Scènes de la vie de province	19	19	The Richer Bourgeoisie	Street	rue du Rivoli	"rue du Rivoli, Paris, France"		48.856917	2.353672	"48.856917, 2.353672"	Lucien in the rue de Rivoli		Lucien	Lucien								
Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	Scènes de la vie parisienne	23	23	The Richer Bourgeoisie	Street	rue du Rivoli	"rue du Rivoli, Paris, France"		48.856917	2.353672	"48.856917, 2.353672"	The rue du Rivoli and the rue du Langlade											
Physiologie du mariage	PM	XXXII	La Comédie Humaine	Études analytiques	39	39	The Richer Bourgeoisie	Street	rue du Rivoli	"rue du Rivoli, Paris, France"		48.856917	2.353672	"48.856917, 2.353672"	A respectable woman can live on a third floor in the rue de Rivoli											
Petites misères de la vie conjugale	PMVC 	XXXIII	La Comédie Humaine	Études analytiques	183	183	The Richer Bourgeoisie	Residence	rue du Rivoli	"rue du Rivoli, Paris, France"		48.856917	2.353672	"48.856917, 2.353672"	"Hôtel du Congres, 44, rue du Rivoli"											
La maison Nucingen	MN	XIV	La Comédie Humaine	Scènes de la vie parisienne	418	418	The Richer Bourgeoisie	Street	rue du Rivoli	"rue du Rivoli, Paris, France"		48.856917	2.353672	"48.856917, 2.353672"	Nuciugen passes through the rue du Rivoli en route to the Bois		Nuciugen	Nuciugen								
Ferragus	F	XIII	La Comédie Humaine	Scènes de la vie parisienne	14	14	The Richer Bourgeoisie	Street	rue Royale	"rue Royale, Paris, France"		48.868056	2.323056	"48.868056, 2.323056"	The rue Royale is a noble Street											
Sur Cathérine de Médicis	SCM	XXX	La Comédie Humaine	Études philosophiques	261	261	The Richer Bourgeoisie	Residence	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"	Les Halles	48.864722	2.332222	"48.864722, 2.332222"	The Gontlis seated on a house of the rue Saint-Honoré		Gontlis	Gontlis					https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Sur Cathérine de Médicis	SCM	XXX	La Comédie Humaine	Études philosophiques	286	286	The Richer Bourgeoisie	Residence	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	Hôtel du Bourbon had an annex on the side of the rue Saint-Honoré								https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Sur Cathérine de Médicis	SCM	XXX	La Comédie Humaine	Études philosophiques	286	286	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	The rue Saint-Honoré bad for robbers except beyond the barrière des Sergents								https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Sur Cathérine de Médicis	SCM	XXX	La Comédie Humaine	Études philosophiques	287	287	The Richer Bourgeoisie	Shop	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	"René, perfumer, rue Saint-Honoré"		René	Rene					https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Sur Cathérine de Médicis	SCM	XXX	La Comédie Humaine	Études philosophiques	291	291	The Richer Bourgeoisie	Shop	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	"René, perfumer, rue Saint-Honoré"		René						https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Sur Cathérine de Médicis	SCM	XXX	La Comédie Humaine	Études philosophiques	313	313	The Richer Bourgeoisie	Shop	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	"René, perfumer, rue Saint-Honoré"		René						https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Sur Cathérine de Médicis	SCM	XXX	La Comédie Humaine	Études philosophiques	301	301	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	"The ""Dame de Belleville” lives near the rue Saint Honoré"		Dame de Belleville	Dame de Bellevjjle					https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Un épidode sous la terreur	ET	XXI	La Comédie Humaine	Scènes de la vie politique	24	24	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	The abbé sees the executioner in the rue Saint-Honoré		abbé	abbé					https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	Scènes de la vie parisienne	3	3	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	Continuous noise in the rue Saint-Honoré on winter nights								https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	Scènes de la vie parisienne	177	177	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	Continuous noise in the rue Saint-Honoré on winter nights								https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	Scènes de la vie parisienne	100	100	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	César Birotteau in the rue Saint-Honoré		César Birotteau	César					https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	Scènes de la vie parisienne	189	189	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	César Birotteau in the rue Saint-Honoré		César Birotteau						https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	Scènes de la vie parisienne	192	192	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	César Birotteau in the rue Saint-Honoré		César Birotteau						https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	Scènes de la vie parisienne	202	202	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	César Birotteau in the rue Saint-Honoré		César Birotteau						https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	Scènes de la vie parisienne	328	328	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	César Birotteau in the rue Saint-Honoré		César Birotteau						https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	Scènes de la vie parisienne	340	340	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	César Birotteau in the rue Saint-Honoré		César Birotteau						https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	Scènes de la vie parisienne	104	104	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	Café David at the corner of the rue Saint-Honoré		César Birotteau						https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	Scènes de la vie parisienne	125	125	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	Popinot in the rue Saint-Honoré		Popinot	Popinot					https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	Scènes de la vie parisienne	40	40	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	"Birotteau, perfumer, rue Saint-Honoré, 397, near the place Vendôme; bankruptcy, 1819"		César Birotteau	Birotteau				1819	https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	La Comédie Humaine	Scènes de la vie parisienne	274	274	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	"Birotteau, perfumer, rue Saint-Honoré, 397, near the place Vendôme; bankruptcy, 1819"		César Birotteau						https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Melmoth réconcilié	MR	XXVII	La Comédie Humaine	Études philosophiques	372	372	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	"The clerk at his employer’s, Grottat, rue Saint-Honoré"		Grottat	Grottat					https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Illusions perdues	IP	XII	La Comédie Humaine	Scènes de la vie de province	10	10	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	Lucien in the rue Saint-Honoré		Lucien	Lucien					https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	Scènes de la vie parisienne	23	23	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	The chefs-d’oeuvres of Industry in the rue Saint-Honoré								https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	Scènes de la vie parisienne	125	125	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	"Contenson at the Café David, rue Saint-Honoré"		Contenson	David					https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	Scènes de la vie parisienne	136	136	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	"Contenson at the Café David, rue Saint-Honoré"		Contenson						https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	Scènes de la vie parisienne	315	315	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	Corentin in the rue Saint-Honoré		Corentm	Corentm					https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Les employés	E	XIX	La Comédie Humaine	Scènes de la vie parisienne	170	170	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	Saillard and Baudoyer in the rue Saint-Ronoré		Saillard::Baudoyer	"Saillard, Baudoyer"					https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
La muse du département	MD	X	La Comédie Humaine	Scènes de la vie de province	61	61	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	"Des Lupeaulx, lodged in the hôtel de Mayence, rue Saint-Honoré, near the place Vendôme"		Des Lupeaulx	Des Lupeaulx					https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Ursule Mirouët	UM	VIII	La Comédie Humaine	Scènes de la vie de province	70	70	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	Minoret and Bouvard meet in the rue Saint-Honoré		Minoret::Bouvard	"Minoret, Bouvard"					https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
Ursule Mirouët	UM	VIII	La Comédie Humaine	Scènes de la vie de province	71	71	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	Minoret and Bouvard meet in the rue Saint-Honoré		Minoret::Bouvard						https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
La fausse maîtresse	FM	IV	La Comédie Humaine	Scènes de la vie privée	50	50	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	"Pandemonium (Valentine), rue Saint-Honoré, during carnaval"								https://fr.wikipedia.org/wiki/Rue_Saint-Honor%C3%A9			
La fausse maîtresse	FM	IV	La Comédie Humaine	Scènes de la vie privée	48	48	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	Du Tillet at Birotteau’s in the rue Saint-Honoré in 1814		Birotteau::Du Tillet	"Birotteau, Du Tillet"				1814				
La maison Nucingen	MN	XIV	La Comédie Humaine	Scènes de la vie parisienne	356	356	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	"Crevel., successor of Birotteau, A la Reine des Roses, rue Saint-Honoré"		Crevel	Crevel								
La cousine Bette	B	XVII	La Comédie Humaine	Scènes de la vie parisienne	24	24	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	"A l’Ange Gardien lingerie, rue Saint-Honoré, 359"		lingerie	lingerie								
La peau de chagrin	PC 	XXVII	La Comédie Humaine	Études philosophiques	11	11	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	"Au Roi de Danemark, Koenig, furs, rue Saint-Honoré, 213"											
Les employés	E	XIX	La Comédie Humaine	Scènes de la vie parisienne	85	85	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	The rue Traversière-Saint-Honoré (rue Molière) is an infamous Street											
Ferragus	F		La Comédie Humaine	Scènes de la vie parisienne	122	122	The Richer Bourgeoisie	Street	rue Saint-Honoré	"rue Saint-Honoré, Paris, France"		48.864722	2.332222	"48.864722, 2.332222"	The rue Traversière-Saint-Honoré (rue Molière) is an infamous Street											
Ferragus	F	XIII	La Comédie Humaine	Scènes de la vie parisienne	14	14	The Richer Bourgeoisie	Street	rue de Valois	"rue de Valois, Paris, France"		48.86421	2.338323	"48.86421, 2.338323"	Victorin sees Winceslas in a 25-son restaurant in the rue de Valois		Victorin::Wincelas	"Victorin, Wincelas"								Event
La cousine Bette	B	XVII	La Comédie Humaine	Scènes de la vie parisienne	464	464	The Richer Bourgeoisie	Street	rue de Valois	"rue de Valois, Paris, France"		48.86421	2.338323	"48.86421, 2.338323"	The Graffs possess an hôtel in the rue de Richelieu between the rue Viledot and the rue Neuve-des-Petits  Champs		the Graffs	the Graffs								
Le cousin Pons	Po	XVIII	La Comédie Humaine	Scènes de la vie parisienne	80	80	The Richer Bourgeoisie	Street	"rue des 27, 28 et 29 Juillet"	"rue des 27, 28 et 29 Juillet, Paris, France"		48.86511	2.330579	"48.86511, 2.330579"	"The rue des 27, 28 et 29 Juilet"											
L'Interdiction	I	VII	La Comédie Humaine	Scènes de la vie privée	135	135	The Richer Bourgeoisie	Street	rue de la Vrillière	"rue de la Vrillière, Paris, France"		48.865541	2.340195	"48.865541, 2.340195"	The Banque established in the rue de la Vrillière			Banque								
Les petits bourgeois	PB	XX	La Comédie Humaine	Scènes de la vie parisienne	18	18	The Richer Bourgeoisie	Street	rue de la Vrillière	"rue de la Vrillière, Paris, France"		48.865541	2.340195	"48.865541, 2.340195"	"Au Veau-qui-tette, rue de Ia Vrillière, among other locations"											
Illusions perdues	IP	XII	La Comédie Humaine	Scènes de la vie de province	581	581	The Richer Bourgeoisie	Street	avenue Gabriel	"avenue Gabriel, Paris, France"		48.868244	2.31686	"48.868244, 2.31686"	Peyrade and others in the avenue Gabriel		Peyrade	Peyrade					https://fr.wikipedia.org/wiki/Avenue_Gabriel			
Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	Scènes de la vie parisienne	140	140	The Richer Bourgeoisie	Passage	passage Montesquieu	"passage Montesquieu, Paris, France"		48.863114	2.33883	"48.863114, 2.33883"	The passage (rue?) Montesquieu											
La cousine Bette	B	XVII	La Comédie Humaine	Scènes de la vie parisienne	476	476	The Richer Bourgeoisie	Passage	passage Montesquieu	"passage Montesquieu, Paris, France"		48.863114	2.33883	"48.863114, 2.33883"	The passage Montesquieu											
Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	Scènes de la vie parisienne	24	24	The Richer Bourgeoisie	Passage	passage Véro-Dodat	"passage Véro-Dodat, Paris, France"		48.862778	2.340278	"48.862778, 2.340278"	The passage Véro-Dodat											
Exaltation des ministres et translation de leurs restes dans les caveaux du Panthéon	EM	XXXIX	La Comédie Humaine		430	430	The Richer Bourgeoisie	Passage	passage Véro-Dodat	"passage Véro-Dodat, Paris, France"		48.862778	2.340278	"48.862778, 2.340278"	The passage Véro-Dodat											
L'envers de l'histoire contemporaine	EHC 	XX 	La Comédie Humaine	Scènes de la vie parisienne	419	419	The Richer Bourgeoisie	Square	Place de Ia Concorde	"Place de Ia Concorde, Paris, France"		48.865556	2.321111	"48.865556, 2.321111"	The Coucous stand at the place de Ia Concorde											
Un début dans la vie	DV	II	La Comédie Humaine	Scènes de la vie privée	301	301	The Richer Bourgeoisie	Square	Place de Ia Concorde	"Place de Ia Concorde, Paris, France"		48.865556	2.321111	"48.865556, 2.321111"	Lightposts of the place de Ia Concorde are gilded											Fact
