No	Livre	Book	Vol	Series	Pages	Region	Type of Place	Place Raw	"Place Raw, Paris, France"	Quartier	Lat	Long	"Lat, Long"	Description	Types Involved	Characters (Full Name)	Characters (CSV)
	L'envers de l'histoire contemporain	EHC 	XX	La Comédie Humaine	357	Outer Left-Bank Faubourgs	Street	rue de l'Ouest	"rue de l'Ouest, Paris, France"		48.835857	2.318825	"48.835857, 2.318825"	The rue de l’Ouest was not paved			
	L'envers de l'histoire contemporain	EIIC 	XX	La Comédie Humaine	361	Outer Left-Bank Faubourgs	Street	rue de l'Ouest	"rue de l'Ouest, Paris, France"		48.835857	2.318825	"48.835857, 2.318825"	Silk-worm nursery in the rue de I’Ouest			
	L'envers de l'histoire contemporain	EIIC 	XX	La Comédie Humaine	362	Outer Left-Bank Faubourgs	Street	rue de l'Ouest	"rue de l'Ouest, Paris, France"		48.835857	2.318825	"48.835857, 2.318825"	Silk-worm nursery in the rue de I’Ouest			
	L'envers de l'histoire contemporain	EHC 	XX	La Comédie Humaine	362	Outer Left-Bank Faubourgs	Street	rue de l'Ouest	"rue de l'Ouest, Paris, France"		48.835857	2.318825	"48.835857, 2.318825"	Godefroid goes to the cross-road of the rue de l’Ouest		Godefroid	Godefroid
	Une rue de Paris et son habitant	RP	XL	Oeuvres diverses	637	Outer Left-Bank Faubourgs	Street	rue de l'Ouest	"rue de l'Ouest, Paris, France"		48.835857	2.318825	"48.835857, 2.318825"	Godefroid goes to the cross-road of the rue de l’Ouest		Godefroid	Godefroid
	Terme d'Avril	TA	XXXIX	La Comédie Humaine	516	Outer Left-Bank Faubourgs	Street	rue de l'Ouest	"rue de l'Ouest, Paris, France"		48.835857	2.318825	"48.835857, 2.318825"	Godefroid goes to the cross-road of the rue de l’Ouest		Godefroid	Godefroid
	Le centenaire	Cent	 	La Comédie Humaine	50	Outer Left-Bank Faubourgs	Street	rue de l'Ouest	"rue de l'Ouest, Paris, France"		48.835857	2.318825	"48.835857, 2.318825"	Godefroid goes to the cross-road of the rue de l’Ouest		Godefroid	Godefroid
	Le centenaire	Cent	 	La Comédie Humaine	53	Outer Left-Bank Faubourgs	Street	rue de l'Ouest	"rue de l'Ouest, Paris, France"		48.835857	2.318825	"48.835857, 2.318825"	Godefroid goes to the cross-road of the rue de l’Ouest			
	Le centenaire	Cent	 	La Comédie Humaine	54	Outer Left-Bank Faubourgs	Street	rue de l'Ouest	"rue de l'Ouest, Paris, France"		48.835857	2.318825	"48.835857, 2.318825"	Godefroid goes to the cross-road of the rue de l’Ouest			
	Le centenaire	Cent	 	La Comédie Humaine	58	Outer Left-Bank Faubourgs	Street	rue de l'Ouest	"rue de l'Ouest, Paris, France"		48.835857	2.318825	"48.835857, 2.318825"	Godefroid goes to the cross-road of the rue de l’Ouest			
	Petit dictionnaire critique des enseignes de Paris 	DE 	XXXVIII	Enseignes de Paris	186	Outer Left-Bank Faubourgs	Shop	"294, rue de l’Oursine"	"294, rue de l’Oursine, Paris, France"		48.836176	2.3467	"48.836176, 2.3467"	"A Xantippe, ""débit de patience"", rue de l’Oursine, 294"			
	Exaltation des ministres et translation de leurs restes dans les caveaux du Panthéon	EM 	XXXIX	Oeuvres diverses	428	Outer Left-Bank Faubourgs	Street	rue des Paillassons	"rue des Paillassons, Paris, France"		48.847549	2.308744	"48.847549, 2.308744"	The rue des Paillassons			
	Les petits bourgeois	PB	XX	La Comédie Humaine	7	Outer Left-Bank Faubourgs	Residence	rue Saint-Cathérine-d’Enfer	"rue Saint-Cathérine-d’Enfer, Paris, France"		48.859924	2.310068	"48.859924, 2.310068"	Thuiffier house near the rue Sainte-Catherine-d’Enfer		Thuiffier	Thuiffier
	L'envers de l'histoire contemporain	EHC 	XX	La Comédie Humaine	448	Outer Left-Bank Faubourgs	Residence	rue Saint-Cathérine-d’Enfer	"rue Saint-Cathérine-d’Enfer, Paris, France"		48.859924	2.310068	"48.859924, 2.310068"	Barbet lived in the rue Sainte-Catherine-d’Enfer		Barbet	Barbet
	Les petits bourgeois	PB	XX	La Comédie Humaine	5	Outer Left-Bank Faubourgs	Residence	rue Saint-Cathérine-d’Enfer	"rue Saint-Cathérine-d’Enfer, Paris, France"		48.859924	2.310068	"48.859924, 2.310068"	Barbet lived in the rue Sainte-Catherine-d’Enfer		Barbet	Barbet
	Les petits bourgeois	PB	XX	La Comédie Humaine	14	Outer Left-Bank Faubourgs	Residence	rue Saint-Cathérine-d’Enfer	"rue Saint-Cathérine-d’Enfer, Paris, France"		48.859924	2.310068	"48.859924, 2.310068"	Barbet lived in the rue Sainte-Catherine-d’Enfer		Barbet	Barbet
	Les petits bourgeois	PB	XX	La Comédie Humaine	34	Outer Left-Bank Faubourgs	Residence	rue Saint-Cathérine-d’Enfer	"rue Saint-Cathérine-d’Enfer, Paris, France"		48.859924	2.310068	"48.859924, 2.310068"	Barbet lived in the rue Sainte-Catherine-d’Enfer		Barbet	Barbet
	Les petits bourgeois	PB	XX	La Comédie Humaine	32	Outer Left-Bank Faubourgs	Street	rue Saint-Dominique d’Enfer	"rue Saint-Dominique d’Enfer, Paris, France"		48.845795	2.341795	"48.845795, 2.341795"	Colleville near the rue Saint-Dominique		Colleville	Colleville
	Les petits bourgeois	PB	XX	La Comédie Humaine	159	Outer Left-Bank Faubourgs	Business	rue Saint-Dominique d’Enfer	"rue Saint-Dominique d’Enfer, Paris, France"		48.845795	2.341795	"48.845795, 2.341795"	"Théodose is a lawyer, rue Saint-Dominique (d’Enfer)"		Théodose	Théodose
	Les petits bourgeois	PB	XX	La Comédie Humaine	163	Outer Left-Bank Faubourgs	Business	rue Saint-Dominique d’Enfer	"rue Saint-Dominique d’Enfer, Paris, France"		48.845795	2.341795	"48.845795, 2.341795"	"Théodose is a lawyer, rue Saint-Dominique (d’Enfer)"		Théodose	Théodose
	Les petits bourgeois	PB	XX	La Comédie Humaine	174	Outer Left-Bank Faubourgs	Business	rue Saint-Dominique d’Enfer	"rue Saint-Dominique d’Enfer, Paris, France"		48.845795	2.341795	"48.845795, 2.341795"	"Théodose is a lawyer, rue Saint-Dominique (d’Enfer)"		Théodose	Théodose
	Petit dictionnaire critique des enseignes de Paris 	DE 	XXXVIII	Enseignes de Paris	195	Outer Left-Bank Faubourgs	Shop	rue Saint-Dominique d’Enfer	"rue Saint-Dominique d’Enfer, Paris, France"		48.84105	2.306445	"48.84105, 2.306445"	"A Ia Providence, Nant, grocer, at the corner of the rue Saint-Dominique"			
	La peau de chagrin	PC 	XXVII	La Comédie Humaine	237	Outer Left-Bank Faubourgs	Street	rue de Ia Saute	"rue de Ia Saute, Paris, France"		48.84105	2.306445	"48.84105, 2.306445"	Raphaël and Planchette go to the rue de Ia Saute to see Spieghalter		Raphaël::Planchette::Spieghalter	"Raphaël, Planchette, Spieghalter"
	Le vicaire des Ardennes	Vard	 	La Comédie Humaine	22	Outer Left-Bank Faubourgs	Street	rue de Ia Saute	"rue de Ia Saute, Paris, France"		48.84105	2.306445	"48.84105, 2.306445"	The rue de Ia Saute			
	Le vicaire des Ardennes	Vard	 	La Comédie Humaine	51	Outer Left-Bank Faubourgs	Street	rue de Ia Saute	"rue de Ia Saute, Paris, France"		48.84105	2.306445	"48.84105, 2.306445"	The rue de Ia Saute			
	Le vicaire des Ardennes	Vard	 	La Comédie Humaine	60	Outer Left-Bank Faubourgs	Street	rue de Ia Saute	"rue de Ia Saute, Paris, France"		48.84105	2.306445	"48.84105, 2.306445"	The rue de Ia Saute			
	Le vicaire des Ardennes	Vard	 	La Comédie Humaine	62	Outer Left-Bank Faubourgs	Street	rue de Ia Saute	"rue de Ia Saute, Paris, France"		48.84105	2.306445	"48.84105, 2.306445"	The rue de Ia Saute			
	Illusions perdues	IP	XII	La Comédie Humaine	101	Outer Left-Bank Faubourgs	Residence	rue de Vaugirard	"rue de Vaugirard, Paris, France"		48.840817	2.33708	"48.840817, 2.33708"	Houses near the rue de Vaugirard			
	L'envers de l'histoire contemporain	EHC 	XX	La Comédie Humaine	392	Outer Left-Bank Faubourgs	Business	rue de Vaugirard	"rue de Vaugirard, Paris, France"		48.840817	2.33708	"48.840817, 2.33708"	Printing-house in the rue de Vaugirard			
	L'envers de l'histoire contemporain	EITC 	XX	La Comédie Humaine	400	Outer Left-Bank Faubourgs	Street	rue de Vaugirard	"rue de Vaugirard, Paris, France"		48.840817	2.33708	"48.840817, 2.33708"	Godefroid follows the rue de Vaugirard		Godefroid	Godefroid
	L'envers de l'histoire contemporain	EHC 	XX	La Comédie Humaine	357	Outer Left-Bank Faubourgs	Street	avenue de l’Observatoire	"avenue de l’Observatoire, Paris, France"		48.840291	2.336744	"48.840291, 2.336744"	Godefroid reaches the avenue de l’Observatoire		Godefroid	Godefroid
	L'envers de l'histoire contemporain	EUC 	XX	La Comédie Humaine	448	Outer Left-Bank Faubourgs	Street	avenue de l’Observatoire	"avenue de l’Observatoire, Paris, France"		48.840291	2.336744	"48.840291, 2.336744"	M. Bernard and Népomucène in the avenue de l’Observatoire		M. Bernard::Népomucène	"M. Bernard, Népomucène"
	Illusions perdues	IP	XII	La Comédie Humaine	100	Outer Left-Bank Faubourgs	Street	allée de de I’Observatoire	"allée de de I’Observatoire, Paris, France"		48.840291	2.336744	"48.840291, 2.336744"	The allée de l’Observatoire			
	Illusions perdues	IP	XII	La Comédie Humaine	110	Outer Left-Bank Faubourgs	Street	allée de de I’Observatoire	"allée de de I’Observatoire, Paris, France"		48.840291	2.336744	"48.840291, 2.336744"	The allée de l’Observatoire			
	La vie d'une femme	VF 	XXXIX	La Comédie Humaine	520	Outer Left-Bank Faubourgs	Street	allée de de I’Observatoire	"allée de de I’Observatoire, Paris, France"		48.840291	2.336744	"48.840291, 2.336744"	Widow of Marshal Ney in the allée de de I’Observatoire		Widow of Marshal Ney	Widow of Marshal Ney
	Le connestable	Con 	XXXVI	La Comédie Humaine	164	Outer Left-Bank Faubourgs	Quay	Charenton ferry	"Charenton ferry, Paris, France"		48.8569298	2.3412001	"48.8569298, 2.3412001"	The Charenton ferry			
	L'envers de l'histoire contemporain	EHC 	XX	La Comédie Humaine	447	Outer Left-Bank Faubourgs	Bridge	pont d’Iena	"pont d’Iena, Paris, France"		48.859479	2.292646	"48.859479, 2.292646"	Auguste crosses the pont d’Iena		Auguste	Auguste
	Béatrix 	Beat 	V	La Comédie Humaine	256	Outer Left-Bank Faubourgs	Bridge	pont d’Iena	"pont d’Iena, Paris, France"		48.859479	2.292646	"48.859479, 2.292646"	Carriage of Calyste and Saline crosses the pont d’Iena		Calyste::Saline	"Calyste, Saline"
	Une rue de Paris et son habitant	RP 	XL	Oeuvres diverses	642	Outer Left-Bank Faubourgs	Bridge	pont d’Iena	"pont d’Iena, Paris, France"		48.859479	2.292646	"48.859479, 2.292646"	Marmus at the pont d’Iena		Marmus	Marmus
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	167	Outer Left-Bank Faubourgs	Bridge	pont de Neuilly	"pont de Neuilly, Paris, France"		48.8849983	2.259722	"48.8849983, 2.259722"	Nucingen looks for unknown woman at the pont de Neuilly		Nucingen	Nucingen
	Les petits bourgeois	PB	XX	La Comédie Humaine	35	Outer Left-Bank Faubourgs	Street	impasse des Feuiflantines	"impasse des Feuiflantines, Paris, France"		48.841731	2.342248	"48.841731, 2.342248"	Phellion has a little house in the impasse des Feuiflantines		Phellion	Phellion
	Les petits bourgeois	PB	XX	La Comédie Humaine	89	Outer Left-Bank Faubourgs	Street	impasse des Feuiflantines	"impasse des Feuiflantines, Paris, France"		48.841731	2.342248	"48.841731, 2.342248"	Phellion has a little house in the impasse des Feuiflantines			
	Les petits bourgeois	PB	XX	La Comédie Humaine	151	Outer Left-Bank Faubourgs	Square	place de l’Observatoire	"place de l’Observatoire, Paris, France"		48.840291	2.336744	"48.840291, 2.336744"	Théodose and Claparon have a rendez-vous at the place de l’Observatoire		Théodose::Claparon	"Théodose, Claparon"
	Le centenaire	Cent	 	La Comédie Humaine	49	Outer Left-Bank Faubourgs	Square	place de l’Observatoire	"place de l’Observatoire, Paris, France"		48.840291	2.336744	"48.840291, 2.336744"	The place de l’Observatoire			
	Béatrix 	Beat 	V	La Comédie Humaine	70	Outer Left-Bank Faubourgs	Field	Champ-de-Mars	"Champ-de-Mars, Paris, France"		48.8560982	2.2980299	"48.8560982, 2.2980299"	Félicité admires the Grande-Armée at the Champ-de-Mars		Félicité	Félicité
	Petit dictionnaire critique des enseignes de Paris 	DE 	XXXVIII	Enseignes de Paris	190	Outer Left-Bank Faubourgs	Field	Champ-de-Mars	"Champ-de-Mars, Paris, France"		48.8560982	2.2980299	"48.8560982, 2.2980299"	The races at the Champs-de-Mars			
	Le Philipotin	Ph 	XXXIX	La Comédie Humaine	509	Outer Left-Bank Faubourgs	Field	Champ-de-Mars	"Champ-de-Mars, Paris, France"		48.8560982	2.2980299	"48.8560982, 2.2980299"	The Champ-de-Mars			
	La cousine Bette	B 	XVII	La Comédie Humaine	82	Outer Left-Bank Faubourgs	School	the Chaumière	"the Chaumière, Paris, France"		48.8422	2.3304	"48.8422, 2.3304"	Rivet advises Bette to keep Wenceslas from the Chaumière		Rivet::Bette::Wenceslas	"Rivet, Bette, Wenceslas"
	La cousine Bette	B	XVII	La Comédie Humaine	412	Outer Left-Bank Faubourgs	School	the Chaumière	"the Chaumière, Paris, France"		48.8422	2.3304	"48.8422, 2.3304"	Élodie Chardin is a lorette of the Chaumière		Élodie Chardin	Élodie Chardin
	Les petits bourgeois	PB	XX	La Comédie Humaine	135	Outer Left-Bank Faubourgs	School	the Chaumière	"the Chaumière, Paris, France"		48.8422	2.3304	"48.8422, 2.3304"	Théodose and Dutocq think of going to the Chaumière		Théodose::Dutocq	"Théodose, Dutocq"
	Le notaire	N 	XL	Oeuvres diverses	205	Outer Left-Bank Faubourgs	School	the Chaumière	"the Chaumière, Paris, France"		48.8422	2.3304	"48.8422, 2.3304"	The notary’s clerk sometimes goes to the Chaumière		notary’s clerk	notary’s clerk
	Un début dans la vie	DV 	II	La Comédie Humaine	358	Outer Left-Bank Faubourgs	School	the Chaumière	"the Chaumière, Paris, France"		48.8422	2.3304	"48.8422, 2.3304"	Georges likes the grisettes of the Chaumière		Georges::grisette	"Georges, grisette"
	Le Faiseur 	Fai 	XXXV	La Comédie Humaine	178	Outer Left-Bank Faubourgs	School	the Chaumière	"the Chaumière, Paris, France"		48.8422	2.3304	"48.8422, 2.3304"	Virginie has been to the Chauinière		Virginie	Virginie
	L'envers de l'histoire contemporain	EHC 	XX	La Comédie Humaine	359	Outer Left-Bank Faubourgs	School	the Chaumière	"the Chaumière, Paris, France"		48.8422	2.3304	"48.8422, 2.3304"	Boulevard is deserted on Chaumière days			
	L'envers de l'histoire contemporain	EHC 	XX	La Comédie Humaine	383	Outer Left-Bank Faubourgs	School	the Chaumière	"the Chaumière, Paris, France"		48.8422	2.3304	"48.8422, 2.3304"	Cartier has his garden behind the Chaumière		Cartier	Cartier
	L'envers de l'histoire contemporain	EHC 	XX	La Comédie Humaine	4	Outer Left-Bank Faubourgs	School	the Chaumière	"the Chaumière, Paris, France"		48.8422	2.3304	"48.8422, 2.3304"	Cartier has his garden behind the Chaumière			
	Ferragus	F	XIII	La Comédie Humaine	149	Outer Left-Bank Faubourgs	Square	Esplanade de l’Observatoire	"Esplanade de l’Observatoire, Paris, France"		48.840291	2.336744	"48.840291, 2.336744"	Jules on the Esplanade de l’Observatoire		Jules	Jules
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	84	Outer Left-Bank Faubourgs	Park	bois de Meudon	"bois de Meudon, Paris, France"		48.8569298	2.3412001	"48.8569298, 2.3412001"	Nucingen looks for Esther at the bois de Meudon		Nucingen::Esther	"Nucingen, Esther"
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	149	Outer Left-Bank Faubourgs	Park	bois de Meudon	"bois de Meudon, Paris, France"		48.8569298	2.3412001	"48.8569298, 2.3412001"	Nucingen looks for Esther at the bois de Meudon			
	Ferragus	F	XIII	La Comédie Humaine	147	Outer Left-Bank Faubourgs	Cemetary	cimitière de Montparnasse	"cimitière de Montparnasse, Paris, France"		48.8381386	2.3270149	"48.8381386, 2.3270149"	The wretched processions at Montparnasse cemetery			
	Z. Marcas 	ZM 	XXI	La Comédie Humaine	434	Outer Left-Bank Faubourgs	Cemetary	cimitière de Montparnasse	"cimitière de Montparnasse, Paris, France"		48.8381386	2.3270149	"48.8381386, 2.3270149"	Marcas buried in the potter’s field at Montparnasse cemetery		Marcas	Marcas
	Les employés	E 	XIX	La Comédie Humaine	96	Outer Left-Bank Faubourgs	Cemetary	cimietière de l’Ouest	"cimietière de l’Ouest, Paris, France"		48.8569298	2.3412001	"48.8569298, 2.3412001"	Phellion had bought a lot at the cimietière de l’Ouest		Phellion	Phellion
	Pierrette	P 	 IX	La Comédie Humaine	15	Outer Left-Bank Faubourgs	Institution	Bureau des Longitudes	"Bureau des Longitudes, Paris, France"		48.85722222	2.33805556	"48.85722222, 2.33805556"	The Bureau des Longitudes			
	Physiologie du mariage	PM	XXXII	La Comédie Humaine	31	Outer Left-Bank Faubourgs	Institution	Bureau des Longitudes	"Bureau des Longitudes, Paris, France"		48.85722222	2.33805556	"48.85722222, 2.33805556"	The Bureau des Longitudes			
	Ferragus	F	XIII	La Comédie Humaine	147	Outer Left-Bank Faubourgs	Institution	Bureau des Longitudes	"Bureau des Longitudes, Paris, France"		48.85722222	2.33805556	"48.85722222, 2.33805556"	The Bureau des Longitudes			
	Théorie de la demarche	TD 	XXXIX	La Comédie Humaine	625	Outer Left-Bank Faubourgs	Institution	Bureau des Longitudes	"Bureau des Longitudes, Paris, France"		48.85722222	2.33805556	"48.85722222, 2.33805556"	The Bureau des Longitudes			
	Les martyrs ignorés	MI 	XL	Oeuvres diverses	131	Outer Left-Bank Faubourgs	Institution	Bureau des Longitudes	"Bureau des Longitudes, Paris, France"		48.85722222	2.33805556	"48.85722222, 2.33805556"	The Bureau des Longitudes			
	Ferragus	F	XIII	La Comédie Humaine	147	Outer Left-Bank Faubourgs	Institution	Bureau des Marées	"Bureau des Marées, Paris, France"				", "	The Bureau des Marées			
	La femme de trente ans	FTA 	VI	La Comédie Humaine	128	Outer Left-Bank Faubourgs	Prison	Bicêtre prison	"Bicêtre prison, Paris, France"		48.8095169	2.355114	"48.8095169, 2.355114"	Observatoire can be seen from the Bicêtre			
	Ferragus	F	XIII	La Comédie Humaine	147	Outer Left-Bank Faubourgs	Institution	The Observatoire	"The Observatoire, Paris, France"		48.8362617	2.3345101	"48.8362617, 2.3345101"	The grill of the Observatoire			
	Echantillon de causerie française	ECF	XXXIX	Oeuvres diverses	479	Outer Left-Bank Faubourgs	Institution	The Observatoire	"The Observatoire, Paris, France"		48.8362617	2.3345101	"48.8362617, 2.3345101"	The Observatoire			
	Echantillon de causerie française	ECF	XXXIX	Oeuvres diverses	499	Outer Left-Bank Faubourgs	Institution	The Observatoire	"The Observatoire, Paris, France"		48.8362617	2.3345101	"48.8362617, 2.3345101"	The Observatoire			
	Théorie de la demarche	"TD, "	"XXXIX,  "	La Comédie Humaine	622	Outer Left-Bank Faubourgs	Institution	The Observatoire	"The Observatoire, Paris, France"		48.8362617	2.3345101	"48.8362617, 2.3345101"	The Observatoire			
	Voyage de Paris à Java	VPJ	XXXIX	La Comédie Humaine	568	Outer Left-Bank Faubourgs	Institution	The Observatoire	"The Observatoire, Paris, France"		48.8362617	2.3345101	"48.8362617, 2.3345101"	The Observatoire			
	Études critiques	EC	XL	Oeuvres diverses	10	Outer Left-Bank Faubourgs	Institution	The Observatoire	"The Observatoire, Paris, France"		48.8362617	2.3345101	"48.8362617, 2.3345101"	The Observatoire			
	Études critiques	EC	XL	Oeuvres diverses	11	Outer Left-Bank Faubourgs	Institution	The Observatoire	"The Observatoire, Paris, France"		48.8362617	2.3345101	"48.8362617, 2.3345101"	The Observatoire			
	Préfaces et Notes relatives aux premières éditions	"PN, CL"	XXII	La Comédie Humaine	468	Outer Left-Bank Faubourgs	Institution	The Observatoire	"The Observatoire, Paris, France"		48.8362617	2.3345101	"48.8362617, 2.3345101"	The Observatoire			
	Le centenaire	Cent	 	La Comédie Humaine	50	Outer Left-Bank Faubourgs	Institution	The Observatoire	"The Observatoire, Paris, France"		48.8362617	2.3345101	"48.8362617, 2.3345101"	The Observatoire			
	Le centenaire	Cent	 	La Comédie Humaine	53	Outer Left-Bank Faubourgs	Institution	The Observatoire	"The Observatoire, Paris, France"		48.8362617	2.3345101	"48.8362617, 2.3345101"	The Observatoire			
